filename,Country,State/Province,County,Location,Scientific name,Scientific author,Habitat and description,Collected by,Collector Number,Collection date,collection
000007373.large.png,United States,FL,Leon,5 miles east of Tallahassee on route 19.,Crataegus uniflora,Muenchh.,Small tree: collected in woodland.,Lovett E. Williams Jr.,unknown,1955/03,Herbarium
000007374.large.png,United States,FL,Leon,"West end of West Campus, FSU.",Crataegus uniflora,Muenchh.,unknown,H. Kurz,unknown,8/24/1950,Herbarium
000007375.large.png,United States,FL,Jackson,"Upland woods, Marianna Caverns State Park.",Crataegus uniflora,Muenchh.,Upland woods.,Richard S. Mitchell,438,6/30/1960,Herbarium
000007376.large.png,United States,FL,Liberty,Near picnic area. Torreya State Park.,Crataegus uniflora,Muenchh.,"Upland mixed pinewoods, near picnic area.",Patricia Elliott,43,4/4/1972,Herbarium
000007377.large.png,United States,FL,Gadsden,1 mile south of Wetumpka.,Crataegus uniflora,Muenchh.,2 m shrub in dense undergrowth originally longleaf pine-turkey oak.,Sidney McDaniel,7407,4/30/1966,Herbarium
000007378.large.png,United States,FL,Liberty,"Hedge row by field on sandy ridge, by Fla. route 270, vicinity of Sweetwater Community.",Crataegus uniflora,Muenchh.,Shurb ca 1.5 m tall. Hedge row by field on sandy ridge.,R. K. Godfrey,79569,4/12/1982,Herbarium
000007379.large.png,United States,FL,Leon,Ca. 4 miles east of Tallahassee.,Crataegus uniflora,Muenchh.,"Small tree, upland deciduous woods.",R. K. Godfrey,53021,3/16/1955,Herbarium
000007380.large.png,United States,FL,Liberty,"Scrub oak ridge, gravelly soil, Torreya State Park.",Crataegus uniflora,Muenchh.,"Small scrubby tree, longleaf pine, scrub oak ridge, gravelly soil.",R. K. Godfrey,71508,7/4/1972,Herbarium
000007381.large.png,United States,FL,Leon,"14 miles west of Tallahassee, ridge just east of Ft. Braden School.",Crataegus uniflora,Muenchh.,"Very sandy turkey oak-longleaf pine ridge, shrub ca 1 m tall.",Sidney McDaniel,8992,5/21/1967,Herbarium
000007382.large.png,United States,FL,Wakulla,Ca. 3/4 mile South of Shadeville.,Crataegus uniflora,Muenchh.,Shrub; hardwood forest.,R. K. Godfrey (Det. D. B. Ward 1965),64178,6/21/1964,Herbarium
000007383.large.png,United States,FL,Liberty,"In open stand of planted slash pine on sand ridge, by Fla. route 12, near its junction with Fla. route 171, North of Bristol.",Crataegus uniflora,Muenchh.,Small tree. In open stand of planted slash pine on sand ridge.,R. K. Godfrey,79444,3/22/1982,Herbarium
000007384.large.png,United States,FL,Taylor,"In ca 0.5 m of water, cypress-gum swamp, 7 miles NW of Perry.",Crataegus viridis,L.,"Tree about 7 m tall, 15 cm dbh. In ca 0.5 m of water, cypress-gum swamp, 7 miles NW of Perry.",R. K. Godfrey,74166,3/10/1975,Herbarium
000007385.large.png,United States,FL,Liberty,"Floodplain forest, Apalachicola River, Bristol.",Crataegus viridis,L.,"Small understory tree, floodplain forest. Fruit very large for this species.",R. K. Godfrey,79402,3/14/1982,Herbarium
000007386.large.png,United States,FL,Jackson,"Border of floodplain forest, along the Apalachicola River, near the locks, Jim Woodruff Dam.",Crataegus viridis,L.,"Small tree, borders of floodplain forest, along river, near locks. On sandy alluvium.",R. K. Godfrey,71447,6/28/1972,Herbarium
000007387.large.png,United States,FL,Jefferson,"Floodplain woods, Aucilla River, east of Newport.",Crataegus viridis,L.,"Small tree, ca. 4 m. high; floodplain woods.",R. K. Godfrey and B. W. Wells,52929,3/6/1955,Herbarium
000007388.large.png,United States,FL,Wakulla,0.5 miles North of U.S. 319 on East side of Fla. route 61.,Crataegus viridis,L.,unknown,H. Kurz,unknown,3/18/1950,Herbarium
000007389.large.png,United States,FL,Santa Rosa,Escambia River floodplain on East side of River.,Crataegus viridis,L.,Floodplain.,H. Kurz,unknown,8/31/1949,Herbarium
000007390.large.png,United States,FL,Washington,"Along the Choctawhatchee River, west of Caryville.",Crataegus viridis,L.,"Small tree, cypress swamp, along river. Petals white, turning pink with age.",R. K. Godfrey,54643,3/27/1956,Herbarium
000007391.large.png,United States,FL,Taylor,Banks of pool in bottomland woodland near the Aucilla River at Nuttall's Rise.,Crataegus viridis,L.,"Small tree, banks of pool in bottomland woodland near river.",R. K. Godfrey with Sidney McDaniel,75739,3/6/1977,Herbarium
000007552.large.png,United States,FL,Suwannee,"In right-of-way between U.S. route 27 and railroad (railroad ties now removed), 1.2 miles West of the Ichetucknee River.",Prunus,unknown,"Plant bushy-branched, to ca 1.5 m tall, apparently thicket-forming, said to flower later in spring than P. angustifolia and P. umbellata (R. Simons, personal communication). In brushy right-of-way.",R. K. Godfrey with Wilson Baker,83322,6/25/1989,Herbarium
000007553.large.png,United States,FL,Columbia,On the north side of U.S. Highway 27 beside the fence of Ichetucknee Springs State Park 1/10 mile east of the main park entrance and 7/10 mile east of the Ichetucknee River. It also occurs on the south side of the highway between the highway and the old railroad right-of-way.,Prunus ?,unknown,"These specimens are in flower. This plum always blooms at least one month later than the other species of plums in this region. The flowers are white when first open, but become somewhat pink as they age. This is a very small and shrubby bush that spreads by root sprouting, forming a scattered, open clone intermixed with other shrubs. All of the stems are crooked and reclining (in contrast to the other plums of this region which tend to have erect stems, at least initially). Most of the plants are about 1/2 meter in height, which the tallest being about one meter tall. (Again, this contrasts to the other plums, which get from 3 to 10 meters in height.)",Robert W. Simons,unknown,4/7/1989,Herbarium
000007554.large.png,United States,FL,Dixie,"Shell midden island, 10.6 miles south of junction of Rts. 351 and 357 and ca. 0.3 miles est of route 357 and 357 and ca. 0.3 mil west of route 357 beyond boat ramp, Shired Island.",Prunus,unknown,Scarce; shell midden island.,S. W. Leonard,8105,3/26/1983,Herbarium
000007594.large.png,United States,NC,Pender,"Shaken Creek Savanna, just North of Shaken Creek, South of Shelter Swamp Creek, 2.1 miles West of Onslow County line. In 20x50 m NC Vegetation Sampling plot.",Carex lutea,LeBlond,"Open graminoid-dominated ecotone between Pleea Phase Wet Savanna and a now dry Nyssa-Acer-Taxodium swamp. Frequent, with Scleria georgiana, S. baldwinii, Hypoxis juncea, Muhlenbergia expansa.",B. A. Sorrie with M. Schafale,10149,6/14/1999,Herbarium
000007747.large.png,United States,FL,Gadsden,2.2 miles West of Midway on route 268.,Rosa,unknown,"Vigorous plant with light pink flowers at edge of thicket, seemingly undisturbed.",Loran C. Anderson,4180,4/15/1976,Herbarium
000007871.large.png,United States,FL,Leon,"Tallahassee Red Hills region, between Lake Iamonia and the Georgia state line. (slopes above S-2)",Rubus cuneifolius,Pursh,"Upland, annually-burned pineland, including firelanes and adjacent fallow fields. (slopes above S-2) Loam soils of the Tallahassee Red Hills region.",A. F. Clewell,2396,5/10/1966,Herbarium
000007872.large.png,United States,FL,Madison,Open stand of LL pine 2 miles West of Lee.,Rubus cuneifolius,Pursh,Occasional on sandy soil of open stand of LL pine.,R. Kral,2315,4/22/1956,Herbarium
000007873.large.png,United States,FL,Madison,2 miles East of Madison.,Rubus cuneifolius,Pursh,2 mi. E of Madison. Common erect shrubs on sands of open old field pasture.,R. Kral,2309,4/22/1957,Herbarium
000007874.large.png,United States,FL,Volusia,"North of sewage disposal plant, South Garfield avenue DeLand along edge of road.",Rubus cuneifolius,Pursh,"Shrub, flower small and white, plant woody.",Dan Smalley,27,3/24/1967,Herbarium
000007875.large.png,United States,FL,Jackson,"Roadside, by Lake Seminole North of Sneads.",Rubus cuneifolius,Pursh,Primocanes - to show variation in leaflet number. Roadside.,R. K. Godfrey,80594,5/13/1983,Herbarium
000007876.large.png,United States,FL,Taylor,12 miles East of Perry.,Rubus cuneifolius,Michx.,Common at edge of cypress pond.,R. Kral and P. L. Redfearn,2623,6/13/1956,Herbarium
000007877.large.png,United States,FL,Polk,In a swamp 6 miles east of Lakeland.,Rubus cuneifolius,Pursh,"Height 2 to 3 meters, erect habit, in a swamp.",F. S. Blanton,6970,3/28/1931,Herbarium
000007878.large.png,United States,FL,Duval,"Waste grounds near Jacksonville, Florida.",Rubus cuneifolius,Pursh.,Waste grounds.,A. H. Curtiss.,4608,03/30/1894,Herbarium
000007879.large.png,United States,FL,Sumter,"Withlacoochee Development Project, Longleaf-Oak Forest.",Rubus cuneifolius,Pursh,"Abundant in Long-leaf-Oak forest. Flowers white. Trailing, with erect branches. Primocanes collected.","George R. Cooley, Arthur Stanley Pease, Olga Lakela",8037,4/6/1961,Herbarium
000007938.large.png,United States,FL,Jefferson,"Old House site, by 'Homer Williams' landing on Mays Pond Plantation, East shore of Lake Miccosukee. SE1/4 Sec. 7, T2N, R4E.",Spiraea thunbergii,Sieb.,"Ca. 3 clumps naturalized at old house site, under shade of large magnolia by 'Homer Williams' landing on Mays Pond Plantation.",K. Craddock Burks,405,2/15/1990,Herbarium
000008311.large.png,United States,FL,Liberty,"Semi-open bottomland woodland where occasionally temporarily flooded, Apalachicola River, vicinity of Bristol.",Arnoglossum atriplicifolium,(L.) H. Robins,"Stem ca 2.5 m tall. Semi-open bottomland woodland, where occasionally temporarily flooded.",R. K. Godfrey,76677,9/28/1978,Herbarium
000008312.large.png,United States,FL,Jackson,"Mixed pine-hardwood forest, Three Rivers State Park.",Arnoglossum atriplicifolium,(L.) H. Robins,Plants not yet in flower; specimen made for the record. Frequent in mixed pine-hardwood forest.,R. K. Godfrey,74338,6/22/1975,Herbarium
000008313.large.png,United States,FL,Liberty,"Apalachicola River, vicinity of Bristol.",Arnoglossum atriplicifolium,(L.) H. Robinson,"Stem ca 2.5 m tall. Semi-open bottomland woodland, where occasionally temporarily flooded.",R. K. Godfrey,76677,9/28/1978,Herbarium
000008314.large.png,United States,FL,Jackson,"Above flood-level along the Chattahoochee River, at Neal's Landing.",Arnoglossum atriplicifolium,(L.) H. Robins.,"Abundant in semi open hardwood forest, above flood-level along the river.",R. K. Godfrey,72356,7/21/1973,Herbarium
000008315.large.png,United States,FL,Jackson,Semi open hardwood forest above the flood-level along the Chattahoochee River at Neal's Landing.,Arnoglossum atriplicifolium,(L.) H. Robins.,"Abundant in semi open hardwood forest, above the flood-level along the river.",R. K. Godfrey,72356,7/21/1973,Herbarium
000008316.large.png,United States,FL,Levy County,Four miles east of Gulf Hammock.,Arnoglossum diversifolium,(T. and G.) H. Robins.,Frequent on alluvium of stream bank in hardwood hammock; plants up to three meters tall with pale lavender corollas.,Robert Kral,7799,8/10/1958,Herbarium
000008317.large.png,United States,FL,Levy,1/2 mile South Gulf Hammock in rich woods along stream.,Arnoglossum diversifolium,(T. and G.) H. Robins.,"In rich woods along stream; disc lavender, basal rosettes for next year deltoid undulate margined, long petiolate; stem angled.",R. Kral,5397,8/11/1957,Herbarium
000008318.large.png,United States,FL,Levy,1/2 (half) mile South Gulf Hammock.,Arnoglossum diversifolium,(T. and G.) H. Robins.,"In rich woods along stream; disc lavender, basal rosettes for next year deltoid undulate margined, long petiolate; stem angled.",R. Kral,5397,8/11/1957,Herbarium
000008319.large.png,United States,FL,Levy,1/2 mile South Gulf Hammock in rich woods along stream.,Arnoglossum diversifolium,(T. and G.) H. Robins.,"In rich woods along stream; disc lavender, basal rosettes for next year deltoid undulate margined, long petiolate; stem angled.",R. Kral,5397,8/11/1957,Herbarium
000008320.large.png,United States,FL,Levy,"Wet thicket, near Otter Creek.",Arnoglossum diversifolium,(T. and G.) H. Robins.,"Wet thicket, near Otter Creek.",R. K. Godfrey,52413,8/24/1954,Herbarium
000008321.large.png,United States,FL,Levy,Four miles east of Gulf Hammock.,Arnoglossum diversifolium,(T. and G.) H. Robins.,Frequent on alluvium of stream bank in hardwood hammock; plants up to 3 meters tall with pale lavender corollas. Synonym: Cacalia diversifolia Torr. & A. Gray,Robert Kral,7799,8/10/1958,Herbarium
000008322.large.png,United States,FL,Levy,Stream bank; Gulf Hammock.,Arnoglossum diversifolium,(T. and G.) H. Robins.,Common on muck of stream bank.,R. Kral,6286B,1958/01,Herbarium
000008323.large.png,United States,FL,Levy,1/2 mile South Gulf Hammock in rich woods along stream.,Arnoglossum diversifolium,(T. and G.) H. Robins.,"Rich woods along stream; disc lavender, basal rosette leaves deltoid unulate margined, long petiolate; stem angled.",R. Kral,5397,8/11/1957,Herbarium
000008324.large.png,United States,FL,Jackson,"Floodplain of Spring Creek (above Chipola River near railroad crossing--via canoe), ca. 2 air miles SE of Marrianna. SE1/4 Sec. 14, T4N, R10W.",Arnoglossum diversifolium,(T. and G.) Robins.,"Abundant on wet, shaded floodplain of Spring Creek.",Mark Garland,unknown,6/3/1915,Herbarium
000008325.large.png,United States,FL,Levy,292228.5N/824326.6W Devil's Hammock (Suwannee RIver Water Management District land). East of Waccasassa River. Ca. 6.7. miles SW of Bronson (from junction of Alt. U.S. 27 and S.R.24). Follow logging road 0.4 miles North of S.R. 24 and hike 100 ft. West of road.,Arnoglossum diversifolium,(Torr. and A. Gray) H. Rob.,"Bottomland forest with a closed overstory and understory of Quercus laurifolia, Liquidambar styraciflua and Sabal palmetto. Groundcover consisted of numerous species of composites such as Hasteola robertiorum and Rudbeckia laciniata. Hundreds of flowering plants.",Brenda Herring,1501,10/13/2001,Herbarium
000008326.large.png,United States,FL,Jackson,Bottomland forest along Chipola river just East of Marianna.,Arnoglossum diversifolium,(T. and G.) Robins.,"Rare in bottomland forest, along river. Bracts white, winged. Disc corollas lavender.",R. Kral,4839,6/6/1957,Herbarium
000008327.large.png,United States,FL,Jackson,Bottomlands of Chipola River just south of Marianna Caverns State Park.,Arnoglossum diversifolium,(T. and G.) Robins.,Bottomlands of river.,R. Kral,4804,6/6/1957,Herbarium
000008328.large.png,United States,FL,Jackson,"4.3 miles west of Greenwood, near Chipola River.",Arnoglossum diversifolium,(T. and G.) Robins.,Common in over flow area in low deciduous woods near Chipola River.,Sidney McDaniel,9017,5/24/1967,Herbarium
000008329.large.png,United States,FL,Jackson,Bottomlands of Chipola River just south of Marianna Caverns State Park.,Arnoglossum diversifolium,(T. and G.) H. Robins.,Bottomlands of Chipola River.,R. Kral,4804,6/6/1957,Herbarium
000008330.large.png,United States,FL,Jackson,Mucky banks & lowlands of Chipola river 6 m. South of Marianna.,Arnoglossum diversifolium,(T. and G.) H. Robins.,"Frequent on mucky banks and lowlands of Chipola R. Bracts white, winged; disc lavender. Plants with offshoots which form basal rosettes.",R. Kral,4813,6/6/1957,Herbarium
000008331.large.png,United States,FL,Jackson,Swampy floodplain at Marianna Caverns State Park.,Arnoglossum diversifolium,(T. and G.) H. Robins.,Swampy floodplain at Marianna Caverns State Park.,Richard S. Mitchell,368,6/30/1960,Herbarium
000008332.large.png,United States,FL,Jackson,Swampy floodplain at Marianna Caverns State Park.,Arnoglossum diversifolium,(T. and G.) H. Robins.,Swampy floodplain at Marianna Caverns State Park.,"R. S. Mitchell; W. Pippen(1973); H. Robins, R. K. Godfrey(1976)",368,6/30/1960,Herbarium
000008333.large.png,United States,FL,Calhoun,"Chipola River, west of Blountstown.",Arnoglossum diversifolium,(T. and G.) H. Robins.,"Abundant, river swamp.","R. K. Godfrey, William Reese and Paul Redfearn",53411,6/8/1955,Herbarium
000008334.large.png,United States,FL,Jackson,Chipola River above bridge just West of town (Sink Creek).,Cacalia diversifolia,T. and G.,In muck of seeps into Chipola River above bridge.,"John A. Churchill, M. D.",732370,10/23/1973,Herbarium
000008335.large.png,United States,FL,Jackson,"4.3 miles west of Greenwood, near Chipola River.",Arnoglossum diversifolium,(T. and G.) H. Robins.,Common in over flow area in low deciduous woods near Chipola River.,Sidney McDaniel,9017,5/24/1967,Herbarium
000008336.large.png,United States,FL,Clay,"Ca. 1.6 air miles North of junction Yellow Water Creek and North Fork Black Creek, 2.2 air miles East of Long Branch Church, ca. 7.5 air miles NW of Middleburg; NW1/4 SE1/4 SW1/4 Sec. 8, T4S, R24E. Fiftone 7.5' Quad.; 30°09'37'N, 81°55'38'W. Elev. 70 ft.",Arnoglossum floridanum,(Gray) H. Robins.,Longleaf pine / turkey oak / wiregrass sandhill. Soils - Penney (Typic Quartzipsamments); Community dominated by Pinus palustris / Quercus laevis / Aristida stricta.,Steve L. Orzell and Edwin L. Bridges,13869,6/6/1990,Herbarium
000008337.large.png,United States,FL,St Johns,"Occasional on sands of ancient dunes, just south of St. Augustine.",Arnoglossum floridanum,(Gray) H. Robinson,"Occasional on sands of ancient dunes, just south of St. Augustine.",R. Kral and R. K. Godfrey,3105,7/13/1956,Herbarium
000008338.large.png,United States,FL,Clay,"Longleaf pine, turkey oak ridge, ca. 2 miles East of Green Cove Springs.",Arnoglossum floridanum,(Gray) H. Robins.,"Longleaf pine, turkey oak ridge.",R. K. Godfrey,75291,7/22/1976,Herbarium
000008339.large.png,United States,FL,Seminole,12 miles NE of Orlando.,Arnoglossum floridanum,(Gray) H. Robinson,Occasional on sands of open slash pine-palmetto flats.,R. Kral,5147,7/9/1957,Herbarium
000008340.large.png,United States,FL,unknown,unknown,Arnoglossum floridanum,(Gray) H. Robinson,Sheet 2,R. Karl,4856,unknown,Herbarium
000008341.large.png,United States,FL,Hernando,"15 miles NW of Brooksville, along route 98.",Arnoglossum floridanum,(Gray) H. Robinson,Sandy scrub.,F. H. Sargent,7128,5/26/1955,Herbarium
000008342.large.png,United States,FL,Taylor,Ca. 5 miles west of Steinhatchee.,Arnoglossum floridanum,(Gray) H. Robinson,Infrequent on sandy soil of a Turkey-Oak forest.,"Paul L. Redfearn, Jr. and R. Kral",2785,8/3/1956,Herbarium
000008343.large.png,United States,FL,Polk,unknown,Arnoglossum floridanum,(Gray) H. Robinson,unknown,R. Kral,6512,5/12/1958,Herbarium
000008344.large.png,United States of America,FL,Levy,5 miles South of Williston.,Arnoglossum floridanum,(Gray) H. Robinson,Frequent on yellow clay soil of open water oak-pine woods. Bracts greenish white; disc yellow-green. (Sheet 1),R. Kral,4856,6/9/1957,Herbarium
000008345.large.png,United States,FL,Dixie,"Turkey oak sand ridge, near Steinhatchee.",Arnoglossum floridanum,(Gray) H. Robinson,"Turkey oak sand ridge. (Sheet 1 of 2) Data from 2 heads: involucre length, mm 12.5, 14 corolla length, mm 11.0-11.5, throat 2.5-2.7, lobes 2.5-2.6 (revived material).","R, K, Godfrey",58789,7/12/1959,Herbarium
000008346.large.png,United States,FL,Polk,Loose sands of turkey oak-pine barrens 5 miles North Bowling Green.,Arnoglossum floridanum,(Gray) H. Robinson,"Loose sands of turkey oak-pine barrens. Bracts pale green with paler, scarious margins; disc yellow green; scapes maroon along the angles. Data from 2 revived heads: involucre length, mm 11.5; corolla length 10.0; corolla tube 5, throat 2, lobes 3.0 mm (tube broader than of A. plantagineum).",R. Kral,6512,5/12/1958,Herbarium
000008347.large.png,United States,FL,Pasco,2 miles South of Masaryktown on loose sands of longleaf pine turkey oak barrens.,Arnoglossum floridanum,(Gray) H. Robinson,On loose sands of longleaf pine-turkey oak barrens.,Robert and Mabel Kral,7059,6/25/1958,Herbarium
000008348.large.png,United States,FL,Taylor,Turkey oak forest Ca. 5 miles west of Steinhatchee.,Arnoglossum floridanum,(Gray) H. Robinson,Infrequent on sandy soil of a Turkey-Oak forest.,R. Kral and Paul L. Redfearn,2785,8/3/1956,Herbarium
000008349.large.png,United States,FL,Taylor,"Sandy ridge between highway and railway, between Perry and Foley.",Arnoglossum floridanum,(Gray) H. Robinson,Frequent on sandy ridge between highway and railway.,R. K. Godfrey,69613,7/12/1970,Herbarium
000008350.large.png,United States,FL,Taylor,"11 miles southeast of Keaton Beach, sandy scrub oak ridge.",Arnoglossum floridanum,(Gray) H. Robinson,Sandy scrub oak ridge.,Sidney McDaniel,4776,6/29/1964,Herbarium
000008351.large.png,United States,FL,Taylor,"11 miles southeast of Keaton Beach, sandy scrub oak ridge.",Arnoglossum floridanum,(Gray) H. Robinson,Sandy scrub oak ridge.,Sidney McDaniel,4776,6/29/1964,Herbarium
000008352.large.png,United States,FL,Dixie,"Turkey oak sand ridge, ca. 4 miles North of Steinhatchee.",Arnoglossum floridanum,(Gray) H. Robinson,Turkey oak sand ridge.,R. K. Godfrey and R. Kral,62449,7/27/1962,Herbarium
000008353.large.png,United States,FL,Dixie,"Turkey oak sand ridge, ca. 4 miles North of Steinhatchee.",Arnoglossum floridanum,(Gray) H. Robinson,Turkey oak sand ridge.,R. K. Godfrey and R. Kral,62449,7/27/1962,Herbarium
000008354.large.png,United States,FL,unknown,unknown,Arnoglossum floridanum,(Gray) H. Robinson,unknown,unknown,unknown,unknown,Herbarium
000008355.large.png,United States,FL,Hernando,Seven miles west of Brooksville on loose sands of longleaf pine-turkey oak sand ridge.,Arnoglossum floridanum,(Gray) H. Robinson,On loose sands of longleaf pine-turkey oak sand ridge.,Robert and Mabel Kral,7041,7/19/1958,Herbarium
000008356.large.png,United States,FL,Hernando,Seven miles west of Brooksville on loose sands of longleaf pine-turkey oak sand ridge.,Arnoglossum floridanum,(Gray) H. Robinson,On loose sands of longleaf pine-turkey oak sand ridge.,Robert and Mabel Kral,7041,7/19/1958,Herbarium
000008357.large.png,United States,FL,Pasco,Two miles south of Masaryktown on loose sands of longleaf pine-turkey oak barrens.,Arnoglossum floridanum,(Gray) H. Robinson,On loose sands of longleaf pine-turkey oak sand ridge.,Robert and Mabel Kral,7059,6/25/1958,Herbarium
000008358.large.png,United States,FL,Citrus,Four miles northwest of Hernando.,Arnoglossum floridanum,(Gray) H. Robinson,"In longleaf pine - oak barrens; stems maroon, not glaucous; flowers yellowish-white.",Robert and Mabel Kral,6888,6/16/1958,Herbarium
000008359.large.png,United States,FL,Marion,Common on sandy soul of slash pine-palmetto-scrub oak forest 5 m. NW of Ocala.,Arnoglossum floridanum,(Gray) H. Robinson,"Diffuse infloresences and stout reddish stems in open sun; taller, greener, more slender stems with less diffuse inflorescences in shade. Common on sandy soil of slash pine-palmetto-scrub oak forest. (Sheet 1)",R. Kral,4867,6/9/1957,Herbarium
000008360.large.png,United States,FL,Marion,Common on sandy soul of slash pine-palmetto-scrub oak forest 5 m. NW of Ocala.,Arnoglossum floridanum,(Gray) H. Robinson,"Diffuse infloresences and stout reddish stems in open sun; taller, greener, more slender stems with less diffuse inflorescences in shade. Common on sandy soil of slash pine-palmetto-scrub oak forest. (Sheet 2)",R. Kral,4867,6/9/1957,Herbarium
000008361.large.png,United States,FL,St Johns,"Sands of ancient dunes, just south of St. Augustine.",Arnoglossum floridanum,(Gray) H. Robinson,Occasional on sands of ancient dunes. (Sheet 1),R. Kral and R. K. Godfrey,3105,7/13/1956,Herbarium
000008362.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum atriplicifolium,(L.) H. Robins.,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008363.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum atriplicifolium,(L.) H. Robins.,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008364.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008365.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008366.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008367.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008368.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008369.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008370.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008371.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008372.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008373.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008374.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008375.large.png,United States,FL,Dixie,"In wet peaty drainage ditch, 2 miles West of Cross City.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,Not glaucous. In wet peaty broad drainage ditch.,R. K. Godfrey,56195,10/12/1957,Herbarium
000008376.large.png,United States,FL,Sumter,Four miles south of Bushnell on sandy peat of railroad right of way.,Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,On sandy peat of railroad right of way; plants to two meters tall with glaucous lower leaf surface; corolla lobes whitish or pale pink.,Robert Kral,6825,6/13/1958,Herbarium
000008377.large.png,United States,FL,Wakulla,"Border of wet hammock in pine flatwoods, St. Marks Wildlife Refuge.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,Border of wet hammock in pine flatwoods.,R. K. Godfrey,56123,10/5/1957,Herbarium
000008378.large.png,United States,FL,Wakulla,West side of Newport.,Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,"Plants up to 2 meters tall with glaucous (beneath) leaves, wingless bracts, whitish green in color, a yellowish white disc & pink bud tips. Frequent on wet peat of slash pine-bottom land hardwood stand.",R. Kral,5820,9/15/1957,Herbarium
000008379.large.png,United States,FL,Bay,Along shores of Sandy Creek North of former bridge at Sandy Creek road.,Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen,Common along shores of Sandy Creek.,Ann F. Johnson,8122,8/26/1988,Herbarium
000008380.large.png,United States,FL,Liberty,15 miles North of Sumatra.,Cacalia lanceolata var. elliottii,(Harper) Kral and Godfrey,Tall plants on mucky peaty margin of cypress dome.,R. Kral,15715,8/21/1962,Herbarium
000008381.large.png,United States,FL,Liberty,15 miles North of Sumatra.,Cacalia lanceolata var. elliottii,(Harper) Kral and Godfrey,Tall plants on mucky peaty margin of cypress dome.,R. Kral,15715,8/21/1962,Herbarium
000008382.large.png,United States,FL,Calhoun,"Bordering branch bay, Cypress Park, Dead Lakes.",Cacalia lanceolata,Nutt.,"Open bog, bordering branch bay.",R. K. Godfrey,64608,9/6/1964,Herbarium
